1.652688705248393148e+02,3.713552570828742319e+02,1.009693526173928291e+02,8.314361799828284916e+01,1.865011478329866890e+01,2.910525711636680413e+01,2.910525711636680413e+01,4.786407254276882384e+01,7.663751147859323964e+01,4.234942608076629966e+01,7.253996786105372507e+01,6.843989898890495738e+01,2.144196510586317572e+01,1.058948576674495001e+01,3.513620293914830484e+01
1.211600550970867829e+02,2.262441000832415057e+02,7.611483011954148026e+01,6.299655647365128885e+01,1.087529843948576769e+01,2.095697887978650087e+01,2.095697887978650087e+01,3.093533057865450075e+01,4.883852157939737992e+01,2.077901744708677612e+01,3.505624426027024754e+01,2.850757575784894371e+01,6.106473829184113633e+00,2.234389348028443578e+00,1.086274104681129415e+01
9.745103305962122420e+01,2.242666207558080771e+02,6.101698806359127047e+01,5.116799816435423054e+01,8.786822773263086361e+00,1.701152433415415643e+01,1.701152433415415643e+01,2.667529843957621338e+01,4.635555555545351325e+01,2.235550964144421471e+01,3.998943985381909982e+01,3.444951790618733156e+01,8.479775022960515329e+00,2.468640954977249891e+00,1.066310835627180964e+01
4.684582185605601268e+01,1.337811294769513211e+02,2.347192378327367024e+01,2.115688705225918298e+01,3.002318641229568374e+00,8.730532598695315727e+00,8.730532598695315727e+00,1.297137281909657958e+01,2.372874196518861112e+01,1.196198347125114836e+01,2.445243342584127788e+01,2.299428374592607938e+01,6.010238751202479079e+00,1.358516988064003783e+00,8.526698806241965301e+00
7.080654270055325128e+01,1.783714876036271733e+02,4.649180440730746255e+01,3.954825528012764124e+01,5.187511478130165443e+00,1.332630853993425113e+01,1.332630853993425113e+01,1.958445821852559732e+01,3.217332415136611701e+01,1.460833333277754953e+01,2.688083103758378911e+01,2.603712121200550911e+01,7.072865013823462554e+00,1.741138659333218541e+00,8.168526170809917275e+00
1.077269972454706277e+02,2.282870064308769429e+02,5.292433425290238347e+01,5.441487603341828105e+01,5.539898990469238171e+00,1.541953627175133157e+01,1.541953627175133157e+01,2.236446280986960389e+01,3.735293847570316927e+01,1.872488521577112053e+01,3.328624885196510519e+01,3.241320018283126814e+01,9.776882461036731087e+00,3.015794306668158953e+00,1.320468319576216842e+01
8.723904958699495182e+01,2.056244949467860295e+02,3.673629476645817249e+01,3.865819559161386110e+01,4.151010101044765754e+00,1.152258953173884315e+01,1.152258953173884315e+01,1.724325068854084009e+01,3.032881083544168987e+01,1.395977961475068696e+01,2.595810376515289164e+01,2.413266758528652289e+01,5.466896235107897795e+00,1.235629017450918354e+00,9.176262626258035127e+00
9.794485766797521364e+01,1.980568870522956786e+02,7.525629017483608152e+01,5.454058769463499345e+01,1.176033057886822775e+01,2.367807621658765171e+01,2.367807621658765171e+01,3.884522497711019184e+01,6.900725436100204035e+01,3.865617539079890008e+01,6.496400367334021553e+01,5.772506887143664045e+01,1.433471074367240661e+01,4.015266299264623306e+00,2.501140955031680591e+01
1.885279384783287355e+02,3.283629247020431308e+02,1.228000459118320720e+02,9.691122589415748223e+01,2.040160697912832788e+01,3.346694214880665896e+01,3.346694214880665896e+01,5.053569788797865669e+01,7.605394857678328435e+01,3.997325528184573074e+01,7.302146464581129237e+01,6.607419651146533113e+01,1.624570707092608046e+01,4.711386593286501778e+00,2.396278696076905490e+01
5.831921487566574314e+01,1.197389118455693335e+02,2.980089531690385840e+01,2.815043617976216694e+01,3.587121211971763035e+00,9.601836547343136630e+00,9.601836547343136630e+00,1.296609274566710290e+01,1.948273645525684117e+01,9.481427916196050631e+00,1.570734618920520909e+01,1.548422865015840166e+01,3.771877869568594832e+00,9.083333333413683430e-01,6.291781450860881364e+00
5.138971533607896447e+01,1.292680211165059632e+02,2.744391643664375380e+01,2.784042699710667890e+01,3.102640036763774312e+00,9.444605142346510718e+00,9.444605142346510718e+00,1.433987603315665815e+01,2.591349862282782368e+01,1.415433884280532517e+01,2.563797061582025094e+01,2.770564738308540242e+01,7.578856749199747611e+00,1.829476584014233076e+00,1.153422865019742893e+01
7.224038108415977888e+01,1.429347107435720829e+02,4.482926997262589452e+01,3.888849862274313551e+01,5.001974288567952343e+00,1.477027089093255263e+01,1.477027089093255263e+01,2.261232782377740946e+01,3.822559687732518796e+01,1.920502754944444490e+01,3.341092745643479844e+01,3.097208448093204680e+01,7.208172635404958228e+00,1.334940312212626212e+00,1.048698347107208484e+01
8.231712580387970490e+01,1.923352617086776775e+02,5.062256657477922062e+01,4.219917355383457647e+01,6.545890726304636864e+00,1.628356290151533514e+01,1.628356290151533514e+01,2.526994949511409772e+01,4.333202479326430279e+01,2.448946280946051246e+01,4.657270431599518190e+01,4.669380165252984938e+01,1.325601469245569319e+01,3.409320477553512863e+00,1.824912763987832776e+01
1.510278925606749283e+02,2.281132920136134032e+02,1.111482323248943942e+02,8.850020661173094538e+01,1.799214875969238037e+01,3.212217630907440480e+01,3.212217630907440480e+01,5.122757116605830419e+01,8.090573920996894230e+01,4.422821395697887681e+01,7.586834251629706216e+01,7.620837924687099019e+01,1.983381542686639065e+01,6.352777777799127001e+00,3.202536731003903014e+01
