Year,Simulation,Total Pumping,Annual Revenue
1996,1,3188.8406051827865,9.897719804774258
1996,1,3057.7879631402384,11.905743972474351
1996,1,2316.871819673384,7.9936831130413255
1996,2,3491.837075284458,10.37039781951092
1996,2,2067.665932779579,6.552246893305293
1996,2,1906.6109836571586,7.278229345785823
1996,3,2971.7278157089427,8.182398723249518
1996,3,3022.348734849922,11.246431942903333
1996,3,2332.690081639571,7.358202259901998
1996,4,3218.206897825539,10.137975211183182
1996,4,3480.804948559423,11.78522138170979
1996,4,2391.9722199541275,7.7786694937736405
1996,5,3173.913309291514,9.359156489771928
1996,5,2662.9056536786047,11.25059024167072
1996,5,2639.0090209834984,10.595664390781483
1996,6,3378.315765874905,10.966897735249919
1996,6,3755.7324738155685,11.604955142070311
1996,6,3171.8819096313864,9.821585730104262
1996,7,3065.97610190527,10.935045283242722
1996,7,2956.677426369047,11.055035073604051
1996,7,3109.458870752215,9.872797302403676
1996,8,3153.268709034035,9.971623235795802
1996,8,3034.329004216405,10.787263194017516
1996,8,2312.8337410254403,7.781464804600004
1996,9,3098.9803946302486,10.337401146130484
1996,9,2820.8446406770004,11.185674375581948
1996,9,2882.226362798845,11.153522667052036
1996,10,3284.419251625645,10.395689418712315
1996,10,3218.100346277988,11.572826292668545
1996,10,3135.8597419919824,10.488107924609782
1996,11,3213.4086260333866,10.594244837652486
1996,11,3567.6228962277755,10.27551116326399
1996,11,3192.0571152765992,10.63032623181483
1996,12,3278.9975471610796,9.868344457209224
1996,12,2712.037417818134,8.847138864484902
1996,12,2088.946927650546,7.75074561298828
1996,13,2889.266945547944,7.914361189389531
1996,13,3440.606532290134,11.054162803483495
1996,13,3227.444483544121,9.104972644334385
1996,14,3094.3800201182444,10.495293056877209
1996,14,3524.8689081195744,8.946217624416374
1996,14,3085.3617885495464,9.408197703531691
1996,15,3170.3619010678913,10.318102931549246
1996,15,3172.334217187872,11.188247736489076
1996,15,2345.6498819673816,6.478060346463412
1996,16,3043.733611611157,8.043216712047304
1996,16,3274.574456354118,11.566199220148404
1996,16,3108.9328726028016,10.15478607111877
1996,17,3581.47464871221,11.283598146471483
1996,17,3448.836011154057,10.571705831583104
1996,17,2874.1502163553982,11.19749349028465
1996,18,3289.863807659335,10.199754589409261
1996,18,3362.3042180582443,11.124622510805349
1996,18,3389.555250876411,10.677611563504355
1996,19,3659.134091539483,11.292075590641135
1996,19,2918.7059957358906,10.691447201538775
1996,19,2600.180464918955,10.2771144231268
1996,20,3576.4662654667964,11.310728661152886
1996,20,3370.8337331071266,10.548428496635392
1996,20,2988.9988844312156,7.245025141664686
1996,21,3231.3470718855483,10.083796179788836
1996,21,2968.121139322461,10.065692897353529
1996,21,3279.9605661111705,8.742867415309513
1996,22,3138.980302608458,10.87391577386303
1996,22,3169.2895354053853,10.461387368021263
1996,22,3012.853157198291,10.06197420315536
1996,23,3317.572641535318,10.200855503250882
1996,23,2615.4898301806084,8.42008629313405
1996,23,1645.9332047654634,6.808097216373979
1996,24,3625.259984823754,11.400213714919925
1996,24,2375.201846979811,6.222266592265537
1996,24,2514.5025733477537,10.759633806666312
1996,25,3248.023886372247,10.401082146719132
1996,25,3313.3610553634107,10.74546808701337
1996,25,2280.857170604086,8.39151560375801
1996,26,3260.79906426159,10.492729874703974
1996,26,3115.508740640709,10.942856802345483
1996,26,1585.3911889897363,5.784910300638538
1996,27,3447.938334240596,11.148253034459533
1996,27,3667.716493253847,10.816375363589819
1996,27,2775.105666088743,9.436189068620768
1996,28,3183.90950419651,10.429181562142594
1996,28,2874.5119990524995,9.865712523225369
1996,28,2724.2237318717685,10.574347936121121
1996,29,3254.964438935538,10.52299758372498
1996,29,3549.5450596595515,11.893889551188982
1996,29,3127.7954741288618,9.872207665641508
